1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Total value of all promotions,Subsequent_Orders_Bins,Profit_Bins,Contact Allowed,Age,Gender,Engagement_Segment,Recency,Source of Customer_Direct,Source of Customer_Organic Search,Source of Customer_Paid Search,Source of Customer_Paid Social
8.994166609190698,63.58259084549245,7,7.563594684269333,3.0,0,1,40,1.0,2,152,0.0,0.0,0.0,0.0
15.04026180365258,57.27549840144545,6,0.0,3.0,0,1,36,1.0,2,186,0.0,0.0,0.0,1.0
14.49335635729983,0.0,0,0.0,1.0,1,0,40,1.0,0,151,0.0,0.0,0.0,0.0
3.389897786061254,35.21361862492387,3,1.796133734369739,1.0,2,0,39,1.0,1,207,1.0,0.0,0.0,0.0
8.852940403736593,0.0,0,0.6224880803048798,1.0,1,0,53,1.0,0,152,0.0,1.0,0.0,0.0
26.27900684567017,45.11506760215739,7,0.0,3.0,2,0,50,1.0,2,151,0.0,0.0,0.0,1.0
13.97442687128194,58.02169952975463,5,0.0,1.0,0,1,58,1.0,1,155,0.0,0.0,1.0,0.0
14.17826376766155,111.6070214779795,8,9.648792777266017,3.0,0,1,66,1.0,2,194,0.0,1.0,0.0,0.0
17.63350883495795,15.0444189634097,2,4.852391176105404,1.0,1,0,51,1.0,1,165,1.0,0.0,0.0,0.0
13.63492705130998,28.16857725202584,3,1.421633096097154,1.0,2,1,41,1.0,1,198,0.0,1.0,0.0,0.0
11.81197052616135,30.44153533992117,4,0.7072627204434802,1.0,2,1,52,1.0,1,176,1.0,0.0,0.0,0.0
17.73093990215808,104.7004711129158,6,16.82974572501281,3.0,0,0,61,1.0,2,202,1.0,0.0,0.0,0.0
4.300661469247055,0.0,0,0.3128000697926187,1.0,1,1,40,1.0,0,155,1.0,0.0,0.0,0.0
7.820507526328424,6.318102700527719,3,11.924419193497,1.0,1,1,41,1.0,1,199,0.0,0.0,0.0,0.0
11.60555822772102,26.07440279553199,4,0.0,1.0,2,0,45,1.0,1,176,1.0,0.0,0.0,0.0
9.070729843160523,33.23703664268865,3,21.2165598869628,1.0,2,0,38,1.0,1,156,1.0,0.0,0.0,0.0
10.0640228864167,26.72244547900241,4,0.0,1.0,2,0,37,1.0,1,190,0.0,0.0,0.0,0.0
3.19138944928718,0.0,0,0.0,1.0,1,1,43,1.0,0,172,0.0,0.0,0.0,0.0
10.54065982950711,53.33664817731587,6,38.10342688655416,3.0,0,0,38,0.0,2,174,0.0,0.0,0.0,0.0
28.05046231890723,80.49948231054333,6,10.28667188794348,3.0,0,1,52,1.0,2,152,0.0,0.0,0.0,1.0
25.01711129844053,76.76833388683833,8,9.409726753283543,3.0,0,0,57,1.0,2,205,0.0,0.0,1.0,0.0
6.942515354666068,27.90630233651307,2,0.0,1.0,2,1,43,1.0,1,159,1.0,0.0,0.0,0.0
2.0423981901168,40.67650061817594,5,10.17135973687792,1.0,2,1,69,1.0,1,171,1.0,0.0,0.0,0.0
6.442367244711945,0.0,0,2.152468278565285,1.0,1,1,38,1.0,0,202,0.0,1.0,0.0,0.0
9.133308836556013,28.77825678524961,5,9.615862623545311,1.0,2,0,39,1.0,1,184,0.0,0.0,1.0,0.0
1.196553663821966,0.0,0,0.0,1.0,1,1,54,1.0,0,181,0.0,0.0,0.0,0.0
20.90194212081948,35.47952565498534,4,0.0,1.0,2,1,34,1.0,1,188,0.0,1.0,0.0,0.0
11.515036342348,48.6693307634042,4,4.736074235683151,1.0,2,0,59,1.0,1,166,0.0,0.0,0.0,0.0
1.340556543325592,0.0,0,0.2762236754141356,1.0,1,0,38,1.0,0,177,0.0,1.0,0.0,0.0
1.725499710201683,31.37483042294614,6,0.0,3.0,2,1,39,1.0,2,201,0.0,1.0,0.0,0.0
4.715395045269754,134.0315577034786,16,0.0,3.0,0,1,38,0.0,3,154,0.0,1.0,0.0,0.0
17.55873485276064,111.706574983061,12,25.9859862020308,3.0,0,0,44,1.0,3,155,0.0,1.0,0.0,0.0
3.779960106066905,0.0,0,1.694404116160676,1.0,1,1,35,1.0,0,195,0.0,0.0,0.0,0.0
14.04494952962056,80.44698201798995,6,13.53092303802017,3.0,0,0,73,1.0,2,161,0.0,1.0,0.0,0.0
7.204290327776492,0.0,0,0.7911156693928523,1.0,1,1,69,1.0,0,170,0.0,0.0,0.0,0.0
17.01838438808224,95.92261914323406,13,0.0,3.0,0,1,32,1.0,3,183,0.0,1.0,0.0,0.0
1.581253288224503,16.93593646922156,3,0.0,1.0,1,0,58,0.0,1,199,0.0,0.0,0.0,0.0
6.923665051902024,132.1057103090632,8,76.79814200562059,3.0,0,1,48,1.0,2,186,0.0,0.0,0.0,0.0
5.783540406646617,82.97772420204281,10,30.17769010285264,3.0,0,0,47,1.0,2,153,0.0,0.0,0.0,0.0
27.42834580182157,0.0,0,6.947873567403463,1.0,1,1,43,1.0,0,163,0.0,0.0,0.0,1.0
33.72657062952842,78.21741923496462,7,11.03046370249859,3.0,0,1,65,1.0,2,171,0.0,0.0,0.0,1.0
9.646166741281137,0.0,0,3.258027018244475,1.0,1,1,50,1.0,0,195,0.0,0.0,0.0,0.0
26.57130224938384,43.21993567322709,3,19.076981925894,1.0,2,0,62,1.0,1,166,0.0,0.0,1.0,0.0
12.60837457470111,107.5099475605095,12,21.20864138537383,3.0,0,1,39,1.0,3,182,0.0,1.0,0.0,0.0
7.190599771527493,42.8249123332218,3,0.0,1.0,2,0,44,1.0,1,154,0.0,0.0,0.0,0.0
5.532543974621083,85.6834011659205,7,0.0,3.0,0,1,61,1.0,2,186,0.0,0.0,1.0,0.0
10.46502660515329,0.0,0,0.0,1.0,1,0,35,1.0,0,176,0.0,0.0,0.0,0.0
8.613233982072693,0.0,0,0.0,1.0,1,1,43,0.0,0,199,0.0,1.0,0.0,0.0
6.062545210008424,17.79953257836693,6,4.648355124394693,3.0,1,1,36,1.0,2,174,0.0,1.0,0.0,0.0
24.90658949957832,120.0119391197655,14,9.084226912636082,3.0,0,1,47,1.0,3,162,1.0,0.0,0.0,0.0
5.005247177544129,0.0,0,1.700350863872669,1.0,1,1,36,1.0,0,208,0.0,0.0,0.0,0.0
1.374230458725027,0.0,0,0.04872757182927454,1.0,1,1,39,1.0,0,165,1.0,0.0,0.0,0.0
1.319016171973144,0.0,0,0.5620219069225008,1.0,1,1,40,1.0,0,161,1.0,0.0,0.0,0.0
6.064981700546982,0.0,0,3.872516980031313,1.0,1,1,38,1.0,0,197,1.0,0.0,0.0,0.0
3.270980454705928,0.0,0,0.0,1.0,1,1,37,0.0,0,177,0.0,1.0,0.0,0.0
4.320249712457978,0.0,0,0.05958887613171459,1.0,1,1,59,1.0,0,165,0.0,0.0,0.0,0.0
5.516977679823708,0.0,0,1.532152661644835,1.0,1,1,73,0.0,0,175,0.0,0.0,0.0,0.0
2.936375755280967,0.0,0,0.2848028465371875,1.0,1,1,46,0.0,0,164,0.0,0.0,0.0,1.0
4.951510803290252,0.0,0,0.6064066532832566,1.0,1,1,58,1.0,0,160,0.0,1.0,0.0,0.0
5.2239790924753,40.68746174283796,6,0.0,3.0,2,0,47,1.0,2,164,0.0,0.0,0.0,0.0
5.934539943119626,46.31146418102384,5,21.27654775389534,1.0,2,1,36,0.0,1,156,1.0,0.0,0.0,0.0
1.170538429725524,0.0,0,0.7625323881146787,1.0,1,0,35,1.0,0,197,0.0,0.0,0.0,0.0
9.272171538293748,8.781508461921463,1,16.22429328349366,1.0,1,0,39,1.0,1,162,0.0,0.0,0.0,0.0
12.27463658028973,0.0,0,2.993896191282199,1.0,1,1,43,1.0,0,162,0.0,0.0,1.0,0.0
10.05233001782651,0.0,0,0.0,1.0,1,1,34,1.0,0,185,1.0,0.0,0.0,0.0
8.105006418986397,31.32163845183443,1,0.0,1.0,2,1,56,1.0,1,183,0.0,0.0,1.0,0.0
17.19465421079487,13.03303214044613,2,8.24212272959057,1.0,1,0,59,1.0,1,164,1.0,0.0,0.0,0.0
6.176761302119395,0.0,0,0.9281520744064042,1.0,1,0,41,1.0,0,168,0.0,0.0,0.0,1.0
9.108246059711774,31.41189395772315,5,26.10926671049847,1.0,2,0,35,1.0,1,203,1.0,0.0,0.0,0.0
26.1226758047697,84.388976908287,7,34.10970300180777,3.0,0,0,60,1.0,2,157,0.0,0.0,1.0,0.0
10.52560098095979,0.0,0,3.850264220446715,1.0,1,1,57,1.0,0,191,0.0,0.0,1.0,0.0
34.80958466282772,123.8832513561911,9,4.64172310869254,3.0,0,0,47,1.0,2,168,0.0,0.0,0.0,1.0
16.04770157025588,10.32256507089263,2,4.381150701400314,1.0,1,0,62,1.0,1,205,1.0,0.0,0.0,0.0
8.621230045977068,12.0544614503706,3,3.725919761988925,1.0,1,1,39,1.0,1,156,0.0,1.0,0.0,0.0
1.467553506412579,0.0,0,0.0,1.0,1,1,65,1.0,0,194,0.0,0.0,0.0,0.0
14.6034134169567,142.5172791839049,18,34.34808453579463,3.0,0,1,40,0.0,3,156,0.0,1.0,0.0,0.0
18.88650915059101,0.0,0,0.0,1.0,1,1,33,1.0,0,189,0.0,1.0,0.0,0.0
3.789719163780773,0.0,0,2.383952382616684,1.0,1,1,33,1.0,0,165,1.0,0.0,0.0,0.0
21.55027633767552,60.81748557561171,10,1.535797007975422,3.0,0,1,35,1.0,2,161,1.0,0.0,0.0,0.0
1.573063824534671,40.62504372079162,5,0.0,1.0,2,0,50,1.0,1,202,1.0,0.0,0.0,0.0
13.29078764238925,91.51908995079337,7,12.25473641246484,3.0,0,0,52,1.0,2,164,0.0,0.0,1.0,0.0
11.04241364054265,62.94889161089551,8,0.0,3.0,0,1,37,1.0,2,195,0.0,1.0,0.0,0.0
7.715237065063711,0.0,0,0.0,1.0,1,0,43,1.0,0,168,0.0,0.0,0.0,0.0
6.706159420931903,0.0,0,3.317412991358589,1.0,1,1,36,1.0,0,154,0.0,0.0,0.0,0.0
10.51336556814377,155.9443999100606,9,22.19705825882498,3.0,0,1,43,1.0,2,205,0.0,0.0,1.0,0.0
3.889144469155459,15.07142773194311,3,0.5617211575829271,1.0,1,1,49,1.0,1,168,0.0,1.0,0.0,0.0
12.76588898991589,0.0,0,2.662591272617125,1.0,1,0,69,1.0,0,167,0.0,1.0,0.0,0.0
3.195565143229981,96.86248497866345,10,166.7624543103083,3.0,0,0,48,1.0,2,162,0.0,0.0,0.0,0.0
16.43333670398289,0.0,0,0.0,1.0,1,1,46,0.0,0,166,0.0,1.0,0.0,0.0
3.537879781211912,0.0,0,0.0,1.0,1,1,55,1.0,0,207,0.0,0.0,0.0,0.0
